Neighbourhood,Latitude,Longitude,Room_Type,Accommodates,Bathrooms,Bedrooms,Beds,Price,Minimum_Nights,Maximum_Nights,Number_of_Reviews,Review_Score_Rating,South_Beach,North_Beach,Central_City,North_Valley,East_of_805,Beach,No_Beach,House_Apartment,Private_Room,Shared_Room
East Village,32.71238,-117.15509,Entire home/apt,6,2,2,2,275,2,1125,3,93,0,0,1,0,0,0,1,1,0,0
North Clairemont,32.83142,-117.21484,Private room,2,1,1,1,104,1,1125,118,98,0,0,0,1,0,0,1,0,1,0
La Jolla,32.81977,-117.24879,Entire home/apt,10,4.5,4,4,1200,1,100,32,98,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.7723,-117.24986,Entire home/apt,16,3,3,12,542,3,1125,62,96,0,1,0,0,0,1,0,1,0,0
East Lake,32.65366,-116.97385,Entire home/apt,4,1,1,2,78,3,1125,46,97,0,0,0,0,1,0,1,1,0,0
Midtown,32.74616,-117.15924,Shared room,1,8,1,4,21,1,365,1,80,0,0,1,0,0,0,1,0,0,1
City Heights East,32.74323,-117.09623,Entire home/apt,4,1,1,2,120,31,1111,5,96,0,0,0,0,1,0,1,1,0,0
Core,32.71897,-117.16011,Entire home/apt,5,2,2,2,244,2,28,31,95,0,0,1,0,0,0,1,1,0,0
Park West,32.72667,-117.16363,Private room,1,1,1,1,58,1,1125,132,97,0,0,1,0,0,0,1,0,1,0
Little Italy,32.72105,-117.16894,Entire home/apt,2,1,1,1,180,1,32,167,100,0,0,1,0,0,0,1,1,0,0
East Village,32.71475,-117.15865,Entire home/apt,10,1,2,4,240,1,1125,68,85,0,0,1,0,0,0,1,1,0,0
Mission Bay,32.76169,-117.25214,Entire home/apt,7,2,3,3,275,1,365,39,94,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.77232,-117.25275,Entire home/apt,6,2,2,3,312,3,1125,8,98,0,1,0,0,0,1,0,1,0,0
Midtown,32.74727,-117.16009,Shared room,1,8,1,4,34,1,365,3,80,0,0,1,0,0,0,1,0,0,1
Pacific Beach,32.80362,-117.24412,Entire home/apt,4,1,2,3,84,30,360,4,85,0,1,0,0,0,1,0,1,0,0
Marina,32.71383,-117.16941,Entire home/apt,2,1,1,1,75,1,1125,62,96,0,0,1,0,0,0,1,1,0,0
Loma Portal,32.75553,-117.22352,Entire home/apt,16,4,6,9,450,1,6,11,96,1,0,0,0,0,1,0,1,0,0
Mission Bay,32.77781,-117.25336,Entire home/apt,10,1,2,5,163,2,25,78,97,0,1,0,0,0,1,0,1,0,0
Old Town,32.74293,-117.18233,Private room,2,1,1,1,40,30,90,4,100,0,0,1,0,0,0,1,0,1,0
La Jolla,32.81217,-117.25748,Entire home/apt,6,2,2,4,223,3,29,2,90,0,1,0,0,0,1,0,1,0,0
Bay Park,32.78339,-117.19086,Entire home/apt,2,1,1,1,176,3,6,16,98,0,0,0,1,0,0,1,1,0,0
Pacific Beach,32.79711,-117.23841,Entire home/apt,8,3,4,6,450,4,28,5,96,0,1,0,0,0,1,0,1,0,0
Rancho Bernadino,33.02897,-117.07888,Entire home/apt,3,1.5,2,2,185,30,1125,7,100,0,0,0,0,1,0,1,1,0,0
Little Italy,32.72164,-117.16904,Entire home/apt,4,1,1,2,127,1,1125,139,97,0,0,1,0,0,0,1,1,0,0
Mission Bay,32.77257,-117.25221,Entire home/apt,10,2.5,3,6,550,3,30,21,100,0,1,0,0,0,1,0,1,0,0
College Area,32.77184,-117.06102,Entire home/apt,4,1,2,2,92,5,30,32,94,0,0,0,0,1,0,1,1,0,0
Carmel Valley,32.96233,-117.18643,Entire home/apt,4,2.5,2,2,125,30,365,4,100,0,1,0,0,0,1,0,1,0,0
Gaslamp Quarter,32.71425,-117.15964,Entire home/apt,4,1,1,2,350,2,7,1,100,0,0,1,0,0,0,1,1,0,0
Paradise Hills,32.67546,-117.05106,Entire home/apt,6,2,3,4,185,2,31,53,98,0,0,0,0,1,0,1,1,0,0
Pacific Beach,32.79912,-117.24591,Private room,2,1,1,1,69,1,7,28,99,0,1,0,0,0,1,0,0,1,0
Serra Mesa,32.79072,-117.14137,Private room,1,1,1,1,55,3,1125,17,100,0,0,0,0,1,0,1,0,1,0
Park West,32.7292,-117.16621,Entire home/apt,2,1,1,0,303,1,1125,110,98,0,0,1,0,0,0,1,1,0,0
Midtown,32.74238,-117.16174,Entire home/apt,16,5.5,6,7,1499,2,1125,3,100,0,0,1,0,0,0,1,1,0,0
La Jolla,32.85397,-117.2553,Entire home/apt,4,1,1,2,235,3,1125,19,97,0,1,0,0,0,1,0,1,0,0
Park West,32.73072,-117.16585,Entire home/apt,3,1,1,1,319,1,1125,121,99,0,0,1,0,0,0,1,1,0,0
Rolando,32.76743,-117.05293,Entire home/apt,4,1,1,2,67,1,1125,89,98,0,0,0,0,1,0,1,1,0,0
La Jolla,32.84369,-117.25074,Entire home/apt,15,4,5,7,1759,3,1125,11,95,0,1,0,0,0,1,0,1,0,0
La Jolla Village,32.86819,-117.23396,Entire home/apt,5,1,2,5,131,31,1125,3,100,0,1,0,0,0,1,0,1,0,0
Gaslamp Quarter,32.70987,-117.16048,Entire home/apt,8,2,3,5,197,2,1125,73,89,0,0,1,0,0,0,1,1,0,0
Gaslamp Quarter,32.70743,-117.15998,Entire home/apt,4,2,2,2,141,30,1125,1,100,0,0,1,0,0,0,1,1,0,0
Mission Bay,32.77234,-117.25162,Entire home/apt,5,1,2,3,179,2,1125,24,95,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.7798,-117.25247,Entire home/apt,10,4.5,5,6,850,3,365,11,94,0,1,0,0,0,1,0,1,0,0
Ocean Beach,32.75338,-117.25028,Entire home/apt,4,1,1,1,139,3,25,72,98,1,0,0,0,0,1,0,1,0,0
Loma Portal,32.75183,-117.2246,Private room,1,1.5,1,1,55,1,30,24,97,1,0,0,0,0,1,0,0,1,0
Pacific Beach,32.79973,-117.22664,Entire home/apt,4,1,1,2,77,1,335,45,96,0,1,0,0,0,1,0,1,0,0
Loma Portal,32.75278,-117.2201,Private room,2,1,1,1,67,1,30,39,96,1,0,0,0,0,1,0,0,1,0
Mission Bay,32.76163,-117.25098,Entire home/apt,6,2,3,3,229,2,1125,12,93,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.7606,-117.24916,Entire home/apt,4,1,1,2,149,2,1125,1,100,0,1,0,0,0,1,0,1,0,0
Ocean Beach,32.75204,-117.25226,Entire home/apt,4,1,1,0,135,3,25,95,99,1,0,0,0,0,1,0,1,0,0
Mission Bay,32.76238,-117.25039,Entire home/apt,6,2,2,3,270,3,90,41,100,0,1,0,0,0,1,0,1,0,0
Ocean Beach,32.75283,-117.24916,Entire home/apt,8,1,2,2,318,1,1125,48,98,1,0,0,0,0,1,0,1,0,0
Ocean Beach,32.75316,-117.25155,Entire home/apt,8,1,2,2,318,1,1125,34,97,1,0,0,0,0,1,0,1,0,0
Loma Portal,32.74296,-117.24695,Entire home/apt,3,1,1,2,114,1,1125,135,98,1,0,0,0,0,1,0,1,0,0
West University Heights,32.75684,-117.15113,Private room,2,1,1,1,100,3,1125,18,100,0,0,0,1,0,0,1,0,1,0
College Area,32.77354,-117.06146,Entire home/apt,6,1,2,3,145,5,30,21,86,0,0,0,0,1,0,1,1,0,0
Mission Bay,32.78462,-117.25436,Entire home/apt,8,2,3,3,350,3,1125,51,96,0,1,0,0,0,1,0,1,0,0
Grantville,32.78663,-117.08608,Entire home/apt,8,3,4,4,215,3,3,4,90,0,0,0,0,1,0,1,1,0,0
Mission Bay,32.77584,-117.25351,Entire home/apt,6,1,2,3,146,3,1125,86,97,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.76733,-117.25067,Entire home/apt,10,3,3,7,275,3,1125,9,91,0,1,0,0,0,1,0,1,0,0
Midtown,32.74186,-117.17833,Entire home/apt,6,2,2,2,169,1,365,21,100,0,0,1,0,0,0,1,1,0,0
Midtown,32.74264,-117.17835,Entire home/apt,6,2,2,2,159,1,365,18,99,0,0,1,0,0,0,1,1,0,0
Midtown,32.7424,-117.17832,Entire home/apt,6,2,2,3,178,1,365,17,94,0,0,1,0,0,0,1,1,0,0
Midtown,32.7434,-117.17646,Entire home/apt,6,2,2,2,159,1,365,15,95,0,0,1,0,0,0,1,1,0,0
Midtown,32.7421,-117.17676,Entire home/apt,16,8,8,10,946,1,365,4,95,0,0,1,0,0,0,1,1,0,0
Linda Vista,32.77271,-117.16422,Entire home/apt,5,1,1,1,100,1,1125,54,91,0,0,0,1,0,0,1,1,0,0
Linda Vista,32.77364,-117.17539,Entire home/apt,8,2,2,5,133,2,28,79,96,0,0,0,1,0,0,1,1,0,0
La Jolla,32.85203,-117.2547,Entire home/apt,4,1,1,2,235,3,1125,22,96,0,1,0,0,0,1,0,1,0,0
La Jolla,32.85366,-117.25333,Entire home/apt,4,1,1,2,235,3,1125,19,98,0,1,0,0,0,1,0,1,0,0
Pacific Beach,32.79762,-117.23333,Private room,2,1,1,1,70,3,7,2,100,0,1,0,0,0,1,0,0,1,0
Marina,32.71148,-117.1694,Entire home/apt,5,1,2,4,140,3,28,55,92,0,0,1,0,0,0,1,1,0,0
Grant Hill,32.71283,-117.14499,Entire home/apt,2,1,1,1,93,1,1125,128,98,0,0,1,0,0,0,1,1,0,0
North City,32.96179,-117.22647,Entire home/apt,8,3.5,4,4,414,4,365,6,93,0,1,0,0,0,1,0,1,0,0
Little Italy,32.72672,-117.16742,Entire home/apt,6,2,2,2,135,30,1125,64,99,0,0,1,0,0,0,1,1,0,0
North Clairemont,32.83238,-117.21172,Entire home/apt,6,2,3,4,155,1,90,95,93,0,0,0,1,0,0,1,1,0,0
Scripps Ranch,32.93371,-117.07153,Private room,1,1,1,1,50,1,1125,21,93,0,0,0,0,1,0,1,0,1,0
Mission Bay,32.76536,-117.25147,Entire home/apt,10,5,5,5,453,3,30,5,100,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.77509,-117.2527,Entire home/apt,4,1,1,1,132,3,1125,52,97,0,1,0,0,0,1,0,1,0,0
Normal Heights,32.7653,-117.11454,Entire home/apt,4,1,2,2,175,3,1125,26,96,0,0,0,0,1,0,1,1,0,0
Mira Mesa,32.92182,-117.13238,Private room,2,1.5,1,2,52,1,365,6,97,0,0,0,0,1,0,1,0,1,0
Serra Mesa,32.79823,-117.14096,Entire home/apt,4,1,2,2,100,1,1125,39,96,0,0,0,0,1,0,1,1,0,0
Mission Bay,32.76156,-117.25187,Entire home/apt,10,3,3,11,371,3,30,4,90,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.78645,-117.23636,Entire home/apt,10,2,4,6,314,3,30,5,96,0,1,0,0,0,1,0,1,0,0
Marina,32.70736,-117.1626,Entire home/apt,4,2,2,2,122,7,1125,65,97,0,0,1,0,0,0,1,1,0,0
Serra Mesa,32.79969,-117.14281,Entire home/apt,2,1,1,1,61,1,1125,121,96,0,0,0,0,1,0,1,1,0,0
Serra Mesa,32.79964,-117.14248,Entire home/apt,2,1,1,1,60,1,1125,55,99,0,0,0,0,1,0,1,1,0,0
Valencia Park,32.70074,-117.08178,Private room,3,1,1,1,50,1,1125,5,100,0,0,0,0,1,0,1,0,1,0
North Clairemont,32.83801,-117.19025,Private room,2,1,1,2,65,2,1125,21,99,0,0,0,1,0,0,1,0,1,0
La Jolla Village,32.85636,-117.23244,Private room,1,1.5,1,1,55,30,1125,1,100,0,1,0,0,0,1,0,0,1,0
East Village,32.71014,-117.15876,Entire home/apt,7,2,3,6,173,2,1125,20,87,0,0,1,0,0,0,1,1,0,0
Midtown,32.74708,-117.16555,Private room,2,1.5,1,1,60,2,10,5,100,0,0,1,0,0,0,1,0,1,0
Balboa Park,32.7188,-117.13635,Entire home/apt,4,1,2,2,115,2,30,24,94,0,0,1,0,0,0,1,1,0,0
Pacific Beach,32.81048,-117.22795,Entire home/apt,8,2.5,3,4,224,3,1125,72,93,0,1,0,0,0,1,0,1,0,0
South Park,32.71616,-117.12903,Entire home/apt,2,1,1,0,115,1,3,42,96,0,0,1,0,0,0,1,1,0,0
Mission Bay,32.78808,-117.23837,Entire home/apt,8,1,3,10,299,4,1125,13,95,0,1,0,0,0,1,0,1,0,0
South Park,32.71467,-117.12886,Entire home/apt,4,1,2,2,85,1,3,187,94,0,0,1,0,0,0,1,1,0,0
Northwest,32.62792,-117.05644,Entire home/apt,2,1,1,1,84,5,120,10,100,0,1,0,0,0,1,0,1,0,0
La Jolla,32.83934,-117.27489,Entire home/apt,6,1,2,3,305,3,60,100,98,0,1,0,0,0,1,0,1,0,0
Ocean Beach,32.75162,-117.25029,Entire home/apt,8,2,3,3,240,3,25,73,99,1,0,0,0,0,1,0,1,0,0
Park West,32.73139,-117.16426,Entire home/apt,12,2.5,3,4,203,3,1125,67,100,0,0,1,0,0,0,1,1,0,0
Little Italy,32.7211,-117.16594,Entire home/apt,2,1,1,1,144,29,180,7,100,0,0,1,0,0,0,1,1,0,0
Pacific Beach,32.80518,-117.24288,Entire home/apt,12,2,4,9,241,3,7,49,96,0,1,0,0,0,1,0,1,0,0
La Jolla,32.83135,-117.27926,Entire home/apt,12,3.5,3,7,700,3,90,3,100,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.78227,-117.25158,Entire home/apt,5,1,2,3,140,2,28,63,97,0,1,0,0,0,1,0,1,0,0
City Heights West,32.74878,-117.11537,Entire home/apt,4,1,2,2,71,14,1125,10,94,0,0,0,0,1,0,1,1,0,0
East Village,32.70921,-117.14982,Entire home/apt,6,2,2,2,289,2,1125,97,95,0,0,1,0,0,0,1,1,0,0
Mission Bay,32.58417,-117.04472,Entire home/apt,6,2,3,4,170,14,1125,16,93,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.7636,-117.252,Entire home/apt,12,3.5,5,7,387,2,1124,8,100,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.78272,-117.25192,Entire home/apt,6,2,2,3,168,3,1125,8,93,0,1,0,0,0,1,0,1,0,0
Normal Heights,32.76363,-117.11408,Private room,2,1,1,1,65,1,6,7,94,0,0,0,0,1,0,1,0,1,0
Mission Bay,32.7613,-117.2511,Entire home/apt,10,3,3,4,293,4,1125,34,100,0,1,0,0,0,1,0,1,0,0
Pacific Beach,32.79832,-117.24303,Private room,3,2,1,2,55,2,31,48,96,0,1,0,0,0,1,0,0,1,0
Carmel Valley,32.95016,-117.22841,Private room,4,1,1,2,300,1,400,16,95,0,1,0,0,0,1,0,0,1,0
La Jolla Village,32.86005,-117.23187,Entire home/apt,2,1.5,1,1,140,7,60,10,98,0,1,0,0,0,1,0,1,0,0
Grant Hill,32.71018,-117.14422,Entire home/apt,4,2,2,2,145,3,1125,61,100,0,0,1,0,0,0,1,1,0,0
La Jolla,32.85378,-117.25612,Entire home/apt,4,1,2,2,308,3,1125,7,97,0,1,0,0,0,1,0,1,0,0
Midtown,32.74717,-117.17094,Entire home/apt,4,1,2,3,175,3,1125,30,99,0,0,1,0,0,0,1,1,0,0
East Village,32.70927,-117.15856,Entire home/apt,4,1,1,1,130,29,360,5,100,0,0,1,0,0,0,1,1,0,0
University City,32.85884,-117.18836,Entire home/apt,2,1,1,1,60,1,1125,86,96,0,1,0,0,0,1,0,1,0,0
South Park,32.71585,-117.12829,Entire home/apt,2,1,1,1,110,2,1125,116,98,0,0,1,0,0,0,1,1,0,0
Mission Bay,32.78024,-117.25221,Entire home/apt,4,1,1,2,118,2,28,93,97,0,1,0,0,0,1,0,1,0,0
Loma Portal,32.75028,-117.23368,Entire home/apt,4,1,2,2,150,2,140,25,98,1,0,0,0,0,1,0,1,0,0
Mission Bay,32.78243,-117.25137,Entire home/apt,8,2,2,4,242,3,1125,13,100,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.78243,-117.25137,Entire home/apt,8,2,2,5,256,3,1125,17,96,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.78243,-117.25137,Entire home/apt,16,4,4,9,549,3,1125,2,100,0,1,0,0,0,1,0,1,0,0
Loma Portal,32.7457,-117.22824,Private room,1,1.5,1,1,57,3,180,1,100,1,0,0,0,0,1,0,0,1,0
West University Heights,32.76047,-117.14623,Entire home/apt,2,1,1,1,69,1,28,134,93,0,0,0,1,0,0,1,1,0,0
Pacific Beach,32.80532,-117.24167,Entire home/apt,8,3,3,3,275,1,365,17,93,0,1,0,0,0,1,0,1,0,0
Mira Mesa,32.91964,-117.13777,Private room,2,1.5,1,2,58,1,365,4,85,0,0,0,0,1,0,1,0,1,0
Midtown,32.74547,-117.16543,Entire home/apt,3,1,1,1,84,1,26,177,99,0,0,1,0,0,0,1,1,0,0
Cortez Hill,32.72241,-117.15627,Entire home/apt,5,2,2,2,140,4,20,19,98,0,0,1,0,0,0,1,1,0,0
Mission Bay,32.79092,-117.2539,Private room,2,2,2,1,72,1,1125,3,100,0,1,0,0,0,1,0,0,1,0
Balboa Park,32.72692,-117.13111,Entire home/apt,4,1,2,2,189,2,28,39,100,0,0,1,0,0,0,1,1,0,0
Midtown,32.7321,-117.16326,Entire home/apt,12,3.5,3,4,214,3,1125,64,99,0,0,1,0,0,0,1,1,0,0
Midtown,32.746,-117.15467,Entire home/apt,16,2,8,22,564,1,365,33,91,0,0,1,0,0,0,1,1,0,0
West University Heights,32.76252,-117.14823,Entire home/apt,2,1,1,1,67,2,12,68,99,0,0,0,1,0,0,1,1,0,0
Wooded Area,32.72463,-117.25675,Private room,2,1,1,1,52,1,1125,46,94,1,0,0,0,0,1,0,0,1,0
San Carlos,32.8026,-117.06732,Private room,1,1,1,1,46,5,14,21,100,0,0,0,1,0,0,1,0,1,0
Mission Bay,32.57361,-117.02225,Private room,2,1,1,1,45,30,1125,26,95,0,1,0,0,0,1,0,0,1,0
Mission Bay,32.76169,-117.25121,Entire home/apt,6,2,2,4,258,1,365,9,87,0,1,0,0,0,1,0,1,0,0
Grant Hill,32.71177,-117.14692,Entire home/apt,5,1,2,3,129,2,30,74,99,0,0,1,0,0,0,1,1,0,0
Loma Portal,32.74525,-117.242,Entire home/apt,2,1,1,1,150,7,1125,7,97,1,0,0,0,0,1,0,1,0,0
La Jolla,32.83025,-117.27716,Entire home/apt,7,2,3,3,182,3,29,3,73,0,1,0,0,0,1,0,1,0,0
Encanto,32.72671,-117.06168,Entire home/apt,9,2,3,6,198,2,28,44,98,0,0,0,0,1,0,1,1,0,0
Mission Bay,32.77648,-117.25323,Entire home/apt,15,3,4,8,350,3,1125,2,100,0,1,0,0,0,1,0,1,0,0
San Carlos,32.78829,-117.0636,Entire home/apt,6,2,3,4,385,3,1125,7,91,0,0,0,1,0,0,1,1,0,0
Gaslamp Quarter,32.70937,-117.16031,Entire home/apt,2,1,1,1,78,1,1125,8,95,0,0,1,0,0,0,1,1,0,0
San Carlos,32.80461,-117.04986,Private room,2,1,1,1,55,1,30,6,100,0,0,0,1,0,0,1,0,1,0
Mira Mesa,32.90598,-117.14942,Entire home/apt,8,2,4,5,252,2,1125,1,100,0,0,0,0,1,0,1,1,0,0
Linda Vista,32.77095,-117.16741,Entire home/apt,6,2.5,2,4,142,3,28,55,95,0,0,0,1,0,0,1,1,0,0
Mission Valley,32.76944,-117.16544,Entire home/apt,6,2.5,2,4,142,2,28,52,97,0,0,0,1,0,0,1,1,0,0
Linda Vista,32.77132,-117.16668,Entire home/apt,6,2,2,4,128,3,28,66,96,0,0,0,1,0,0,1,1,0,0
Bay Terrace,32.68621,-117.04376,Private room,1,1,1,1,48,2,29,1,100,0,0,0,0,1,0,1,0,1,0
Memorial,32.70129,-117.1366,Entire home/apt,6,1,3,4,160,2,120,45,98,0,0,1,0,0,0,1,1,0,0
East Village,32.71174,-117.15902,Entire home/apt,10,1.5,2,5,297,1,1124,98,83,0,0,1,0,0,0,1,1,0,0
Park West,32.73472,-117.16061,Entire home/apt,10,1.5,2,4,148,2,1125,65,95,0,0,1,0,0,0,1,1,0,0
Balboa Park,32.71727,-117.1441,Entire home/apt,4,1,1,2,100,3,9,89,98,0,0,1,0,0,0,1,1,0,0
Bay Park,32.78977,-117.19599,Entire home/apt,8,2,3,3,751,2,1125,10,100,0,0,0,1,0,0,1,1,0,0
Pacific Beach,32.80015,-117.25414,Private room,2,1.5,1,2,64,1,30,78,95,0,1,0,0,0,1,0,0,1,0
Pacific Beach,32.80049,-117.25605,Private room,3,1.5,1,2,53,1,30,108,94,0,1,0,0,0,1,0,0,1,0
North Clairemont,32.82774,-117.19674,Entire home/apt,11,2,4,7,332,2,30,75,99,0,0,0,1,0,0,1,1,0,0
La Jolla,32.84284,-117.26858,Private room,2,1,1,1,123,2,90,9,100,0,1,0,0,0,1,0,0,1,0
Cortez Hill,32.72289,-117.15715,Entire home/apt,2,1,1,1,124,3,27,66,94,0,0,1,0,0,0,1,1,0,0
Ocean Beach,32.7464,-117.24647,Entire home/apt,2,1,1,1,112,2,12,112,98,1,0,0,0,0,1,0,1,0,0
Northwest,32.62632,-117.05646,Entire home/apt,11,3.5,5,7,434,4,60,19,99,0,1,0,0,0,1,0,1,0,0
Park West,32.7308,-117.16047,Entire home/apt,2,1,1,1,95,30,730,8,95,0,0,1,0,0,0,1,1,0,0
Midtown District,32.75699,-117.22068,Entire home/apt,2,1,1,1,300,1,4,4,100,0,0,1,0,0,0,1,1,0,0
Park West,32.7306,-117.16433,Entire home/apt,11,2,4,7,992,1,1125,60,99,0,0,1,0,0,0,1,1,0,0
Mission Bay,32.79021,-117.23783,Entire home/apt,2,1,1,1,140,2,1125,2,100,0,1,0,0,0,1,0,1,0,0
La Jolla,32.8453,-117.26611,Entire home/apt,16,5,7,12,612,3,29,9,73,0,1,0,0,0,1,0,1,0,0
La Jolla,32.82959,-117.27347,Entire home/apt,12,2.5,5,7,712,3,29,16,83,0,1,0,0,0,1,0,1,0,0
Linda Vista,32.77107,-117.16582,Entire home/apt,6,2,2,4,143,2,27,54,94,0,0,0,1,0,0,1,1,0,0
Mission Bay,32.78995,-117.2397,Entire home/apt,6,2.5,2,3,273,4,28,2,100,0,1,0,0,0,1,0,1,0,0
Linda Vista,32.76978,-117.1673,Entire home/apt,6,2,2,4,142,3,28,38,94,0,0,0,1,0,0,1,1,0,0
Balboa Park,32.71427,-117.13477,Entire home/apt,4,1,1,2,80,2,360,64,88,0,0,1,0,0,0,1,1,0,0
Balboa Park,32.73351,-117.14907,Private room,2,2,2,1,180,3,5,4,100,0,0,1,0,0,0,1,0,1,0
College Area,32.77417,-117.05125,Entire home/apt,7,2,3,4,305,30,120,10,98,0,0,0,0,1,0,1,1,0,0
College Area,32.77472,-117.04991,Private room,2,1,1,1,35,1,14,75,96,0,0,0,0,1,0,1,0,1,0
Core,32.71901,-117.15626,Entire home/apt,6,2,2,2,245,1,1125,118,95,0,0,1,0,0,0,1,1,0,0
Marina,32.71074,-117.16122,Entire home/apt,5,2,2,2,155,30,120,2,90,0,0,1,0,0,0,1,1,0,0
Pacific Beach,32.80351,-117.25776,Entire home/apt,4,1,2,2,192,5,45,42,100,0,1,0,0,0,1,0,1,0,0
Pacific Beach,32.79825,-117.237,Entire home/apt,8,3,4,4,381,4,28,5,100,0,1,0,0,0,1,0,1,0,0
Pacific Beach,32.8008,-117.22708,Entire home/apt,2,1,1,1,85,2,28,26,98,0,1,0,0,0,1,0,1,0,0
La Jolla,32.82076,-117.27774,Entire home/apt,2,1,1,1,135,1,1125,144,99,0,1,0,0,0,1,0,1,0,0
Kearny Mesa,32.82948,-117.13418,Private room,3,1.5,1,1,59,1,1125,43,97,0,0,0,1,0,0,1,0,1,0
Pacific Beach,32.80516,-117.25504,Entire home/apt,6,2,3,4,247,2,90,58,97,0,1,0,0,0,1,0,1,0,0
College Area,32.77571,-117.04968,Private room,2,1,1,1,35,1,1125,35,94,0,0,0,0,1,0,1,0,1,0
La Jolla,32.84407,-117.24632,Entire home/apt,8,2.5,4,4,465,4,60,43,98,0,1,0,0,0,1,0,1,0,0
Loma Portal,32.74618,-117.21982,Entire home/apt,4,1,3,4,213,2,30,6,100,1,0,0,0,0,1,0,1,0,0
Darnall,32.74675,-117.07159,Private room,2,1,1,1,120,1,1125,9,100,0,0,0,0,1,0,1,0,1,0
Rancho Penasquitos,32.95732,-117.12571,Private room,1,1,1,1,35,30,180,5,92,0,0,0,0,1,0,1,0,1,0
University City,32.86804,-117.22117,Entire home/apt,2,1,1,1,106,5,1125,23,97,0,1,0,0,0,1,0,1,0,0
Marina,32.711,-117.16168,Entire home/apt,4,1,2,4,220,2,1125,26,87,0,0,1,0,0,0,1,1,0,0
Pacific Beach,32.80304,-117.22976,Entire home/apt,8,1,2,4,109,2,1125,50,93,0,1,0,0,0,1,0,1,0,0
South Park,32.72931,-117.1265,Entire home/apt,4,1,2,2,128,3,1125,34,99,0,0,1,0,0,0,1,1,0,0
West University Heights,32.75568,-117.14057,Private room,1,1,1,1,66,2,1125,14,91,0,0,0,1,0,0,1,0,1,0
La Jolla,32.83305,-117.27576,Entire home/apt,6,2,3,4,281,3,29,5,96,0,1,0,0,0,1,0,1,0,0
Little Italy,32.72271,-117.16811,Private room,2,1,1,1,72,1,1125,2,100,0,0,1,0,0,0,1,0,1,0
Ocean Beach,32.73927,-117.255,Private room,1,1,1,1,70,20,40,57,97,1,0,0,0,0,1,0,0,1,0
Webster,32.73315,-117.09119,Entire home/apt,8,2,3,3,140,2,1125,51,97,0,0,0,0,1,0,1,1,0,0
Mount Hope,32.7032,-117.11181,Shared room,1,1,1,1,40,1,3,4,100,0,0,1,0,0,0,1,0,0,1
Mission Bay,32.78131,-117.25227,Entire home/apt,6,1,2,3,174,7,180,43,98,0,1,0,0,0,1,0,1,0,0
Gaslamp Quarter,32.71398,-117.15939,Entire home/apt,4,1,1,2,102,1,30,107,98,0,0,1,0,0,0,1,1,0,0
Old Town,32.7512,-117.19553,Entire home/apt,3,1,1,1,97,1,1125,88,89,0,0,1,0,0,0,1,1,0,0
Gaslamp Quarter,32.71184,-117.16038,Entire home/apt,5,1,2,2,186,1,90,14,85,0,0,1,0,0,0,1,1,0,0
La Jolla,32.86085,-117.25428,Entire home/apt,8,3,4,5,893,1,999,9,98,0,1,0,0,0,1,0,1,0,0
Park West,32.72983,-117.16637,Entire home/apt,6,3,2,3,750,2,1125,1,100,0,0,1,0,0,0,1,1,0,0
Paradise Hills,32.67874,-117.04573,Private room,2,1,1,1,45,2,14,24,98,0,0,0,0,1,0,1,0,1,0
Mission Bay,32.79024,-117.25312,Entire home/apt,5,2.5,2,3,175,3,1125,12,97,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.76384,-117.25052,Entire home/apt,9,2,3,5,259,1,365,20,88,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.76654,-117.25057,Entire home/apt,12,4.5,5,9,548,1,365,1,100,0,1,0,0,0,1,0,1,0,0
College Area,32.76482,-117.07875,Private room,2,2,1,2,30,1,30,14,99,0,0,0,0,1,0,1,0,1,0
College Area,32.76471,-117.07903,Private room,3,2,1,3,30,1,30,24,99,0,0,0,0,1,0,1,0,1,0
East Village,32.71497,-117.15105,Private room,2,2,1,1,50,3,60,17,98,0,0,1,0,0,0,1,0,1,0
Mission Bay,32.7668,-117.25223,Entire home/apt,5,2,2,2,465,1,365,13,95,0,1,0,0,0,1,0,1,0,0
Ocean Beach,32.75393,-117.24696,Entire home/apt,4,1,2,2,282,4,90,20,99,1,0,0,0,0,1,0,1,0,0
East Village,32.71696,-117.15343,Entire home/apt,4,2,2,2,458,31,1125,2,100,0,0,1,0,0,0,1,1,0,0
Gaslamp Quarter,32.70961,-117.16062,Entire home/apt,8,2,2,5,127,2,1125,42,85,0,0,1,0,0,0,1,1,0,0
Mission Valley,32.77004,-117.15732,Entire home/apt,4,2,2,2,240,2,1125,1,60,0,0,0,1,0,0,1,1,0,0
